    r2             l0-1234         l1-1234         l1-1235         l2-1235         l2-1246         l3-1246          final
4.28930E+000    2.82256E-002    7.32714E-003    6.64806E-003    9.67324E-004    2.53593E-003    6.94147E-004    9.67324E-004
4.33220E+000    2.90331E-002    7.62960E-003    6.75144E-003    9.75036E-004    2.54081E-003    6.99036E-004    9.75036E-004
4.37552E+000    2.98560E-002    7.94153E-003    6.85440E-003    9.83853E-004    2.54492E-003    7.03581E-004    9.83853E-004
4.41927E+000    3.06944E-002    8.26312E-003    6.95690E-003    9.95327E-004    2.54832E-003    7.07794E-004    7.07794E-004
4.46347E+000    3.15484E-002    8.59453E-003    7.05891E-003    1.00614E-003    2.55105E-003    7.11693E-004    7.11693E-004
4.50810E+000    3.24181E-002    8.93596E-003    7.16040E-003    1.01626E-003    2.55316E-003    7.15297E-004    7.15297E-004
4.55318E+000    3.33035E-002    9.28757E-003    7.26136E-003    1.02567E-003    2.55473E-003    7.18627E-004    7.18627E-004
4.59871E+000    3.42047E-002    9.64954E-003    7.36176E-003    1.03433E-003    2.55581E-003    7.21706E-004    7.21706E-004
4.64470E+000    3.51219E-002    1.00220E-002    7.46159E-003    1.04224E-003    2.55648E-003    7.24563E-004    7.24563E-004
4.69115E+000    3.60550E-002    1.04053E-002    7.56081E-003    1.04936E-003    2.55680E-003    7.27227E-004    7.27227E-004
4.73806E+000    3.70041E-002    1.07994E-002    7.65943E-003    1.05567E-003    2.55686E-003    7.29730E-004    7.29730E-004
4.78544E+000    3.79692E-002    1.12045E-002    7.75743E-003    1.06116E-003    2.55672E-003    7.32107E-004    7.32107E-004
4.83329E+000    3.89505E-002    1.16209E-002    7.85480E-003    1.06581E-003    2.55648E-003    7.34397E-004    7.34397E-004
4.88163E+000    3.99480E-002    1.20487E-002    7.95154E-003    1.07723E-003    2.55623E-003    7.36641E-004    7.36641E-004
4.93044E+000    4.09617E-002    1.24880E-002    8.04764E-003    1.11411E-003    2.55605E-003    7.38883E-004    7.38883E-004
4.97975E+000    4.19917E-002    1.29391E-002    8.14309E-003    1.15231E-003    2.55604E-003    7.41170E-004    7.41170E-004
5.02955E+000    2.76034E-003    4.78353E-003    8.23791E-003    1.19189E-003    2.55631E-003    7.43552E-004    7.43552E-004
5.07984E+000    2.66375E-003    4.58362E-003    8.33209E-003    1.23291E-003    2.55694E-003    7.46084E-004    7.46084E-004
5.13064E+000    2.58665E-003    4.39106E-003    8.42564E-003    1.27542E-003    2.55806E-003    7.48819E-004    7.48819E-004
5.18195E+000    2.51087E-003    4.20564E-003    8.51857E-003    1.31998E-003    2.55977E-003    7.51820E-004    7.51820E-004
5.23376E+000    2.43640E-003    4.02716E-003    8.61090E-003    1.38185E-003    2.56217E-003    7.55146E-004    7.55146E-004
5.28610E+000    2.36326E-003    3.85837E-003    8.70264E-003    1.44641E-003    2.56540E-003    7.58865E-004    7.58865E-004
5.33896E+000    2.29147E-003    3.70344E-003    8.79380E-003    1.51378E-003    2.56957E-003    7.63043E-004    7.63043E-004
5.39235E+000    2.22106E-003    3.55443E-003    8.88442E-003    1.58902E-003    2.57480E-003    7.67754E-004    7.67754E-004
5.44628E+000    2.15202E-003    3.41114E-003    8.97450E-003    1.71513E-003    2.58123E-003    7.73070E-004    7.73070E-004
5.50074E+000    2.08439E-003    3.27339E-003    9.06408E-003    1.84735E-003    2.58897E-003    7.79070E-004    7.79070E-004
5.55575E+000    2.01816E-003    3.14100E-003    9.15319E-003    1.98587E-003    2.59816E-003    7.85834E-004    7.85834E-004
5.61130E+000    1.95335E-003    3.01379E-003    9.24186E-003    2.13085E-003    2.60894E-003    7.93445E-004    7.93445E-004
5.66742E+000    1.88996E-003    2.89158E-003    9.33013E-003    2.28249E-003    2.62145E-003    8.01989E-004    8.01989E-004
5.72409E+000    1.82800E-003    2.77420E-003    9.41803E-003    2.44095E-003    2.63582E-003    8.11555E-004    8.11555E-004
5.78133E+000    1.76746E-003    2.66148E-003    9.50560E-003    2.60644E-003    2.65220E-003    8.22235E-004    8.22235E-004
5.83915E+000    1.70835E-003    2.55327E-003    9.59289E-003    2.77912E-003    2.67074E-003    8.34123E-004    8.34123E-004
5.89754E+000    1.65269E-003    2.44940E-003    9.74386E-003    2.95919E-003    2.69157E-003    8.47316E-004    8.47316E-004
5.95651E+000    1.60866E-003    2.34971E-003    9.92654E-003    3.14682E-003    2.71486E-003    8.61913E-004    8.61913E-004
6.01608E+000    1.56535E-003    2.25406E-003    1.01127E-002    3.34222E-003    2.74076E-003    8.78018E-004    8.78018E-004
6.07624E+000    1.52457E-003    2.16229E-003    1.03024E-002    3.54556E-003    2.76941E-003    8.95735E-004    8.95735E-004
6.13700E+000    1.48476E-003    2.07426E-003    1.04959E-002    3.75703E-003    2.80098E-003    9.15171E-004    9.15171E-004
6.19837E+000    1.44559E-003    1.98984E-003    1.06930E-002    3.97681E-003    2.83562E-003    9.36435E-004    9.36435E-004
6.26035E+000    1.40708E-003    1.90888E-003    1.08941E-002    4.20511E-003    2.87349E-003    9.59640E-004    9.59640E-004
6.32296E+000    1.36925E-003    1.83125E-003    1.10991E-002    4.44209E-003    2.91476E-003    9.84898E-004    9.84898E-004
6.38619E+000    1.33212E-003    1.75682E-003    1.13081E-002    4.68796E-003    2.95958E-003    1.01233E-003    1.01233E-003
6.45005E+000    1.29567E-003    1.68547E-003    1.15214E-002    4.94289E-003    3.00811E-003    1.04204E-003    1.04204E-003
6.51455E+000    1.26114E-003    1.61708E-003    1.17388E-002    5.20709E-003    3.06053E-003    1.07417E-003    1.07417E-003
6.57970E+000    1.22858E-003    1.55153E-003    1.19607E-002    5.48072E-003    3.11700E-003    1.10883E-003    1.10883E-003
6.64549E+000    1.19673E-003    1.48870E-003    1.21870E-002    5.76398E-003    3.17768E-003    1.14614E-003    1.14614E-003
6.71195E+000    1.16557E-003    1.42848E-003    1.24178E-002    6.05705E-003    3.24273E-003    1.18622E-003    1.16557E-003
6.77907E+000    1.13511E-003    1.37362E-003    1.26534E-002    6.36013E-003    3.31234E-003    1.22922E-003    1.13511E-003
6.84686E+000    1.10550E-003    1.32123E-003    1.36941E-003    2.43871E-003    3.05214E-003    6.30146E-003    1.10550E-003
6.91533E+000    1.07675E-003    1.27105E-003    1.31566E-003    2.32458E-003    2.90573E-003    5.99645E-003    1.07675E-003
6.98448E+000    1.04867E-003    1.22299E-003    1.26434E-003    2.21541E-003    2.76550E-003    5.70893E-003    1.04867E-003
7.05432E+000    1.02127E-003    1.17696E-003    1.21533E-003    2.11103E-003    2.63126E-003    5.43244E-003    1.02127E-003
7.12487E+000    9.94555E-004    1.13286E-003    1.16853E-003    2.01127E-003    2.50280E-003    5.16664E-003    9.94555E-004
7.19612E+000    9.68520E-004    1.09061E-003    1.12444E-003    1.91597E-003    2.37993E-003    4.91126E-003    9.68520E-004
7.26808E+000    9.43173E-004    1.05012E-003    1.08249E-003    1.82599E-003    2.26245E-003    4.66602E-003    9.43173E-004
7.34076E+000    9.18518E-004    1.01131E-003    1.04245E-003    1.74119E-003    2.15019E-003    4.43066E-003    9.18518E-004
7.41417E+000    8.98085E-004    9.75074E-004    1.00421E-003    1.66015E-003    2.04294E-003    4.20491E-003    8.98085E-004
7.48831E+000    8.78563E-004    9.41444E-004    9.68558E-004    1.58275E-003    1.94053E-003    3.98851E-003    8.78563E-004
7.56319E+000    8.59549E-004    9.09043E-004    9.35631E-004    1.50884E-003    1.84277E-003    3.78119E-003    8.59549E-004
7.63882E+000    8.41052E-004    8.80957E-004    9.04061E-004    1.43829E-003    1.74948E-003    3.58270E-003    8.41052E-004
7.71521E+000    8.23085E-004    8.56009E-004    8.76959E-004    1.37098E-003    1.66049E-003    3.39278E-003    8.23085E-004
7.79236E+000    8.05724E-004    8.31798E-004    8.52253E-004    1.30677E-003    1.57563E-003    3.21116E-003    8.05724E-004
7.87029E+000    7.89337E-004    8.08289E-004    8.28454E-004    1.24554E-003    1.49472E-003    3.03760E-003    7.89337E-004
7.94899E+000    7.73612E-004    7.85450E-004    8.05528E-004    1.18717E-003    1.41760E-003    2.87184E-003    7.73612E-004
8.02848E+000    7.58573E-004    7.63249E-004    7.83444E-004    1.13155E-003    1.34411E-003    2.71363E-003    7.58573E-004
8.10876E+000    7.44244E-004    7.41656E-004    7.62173E-004    1.07856E-003    1.27409E-003    2.56273E-003    7.44244E-004
8.18985E+000    7.30651E-004    7.20641E-004    7.41689E-004    1.03261E-003    1.21081E-003    2.41889E-003    7.30651E-004
8.27175E+000    7.17824E-004    7.00178E-004    7.21966E-004    9.88940E-004    1.15173E-003    2.28710E-003    7.17824E-004
8.35447E+000    7.05792E-004    6.80240E-004    7.02983E-004    9.47264E-004    1.09534E-003    2.16466E-003    7.05792E-004
8.43801E+000    6.94587E-004    6.60888E-004    6.84720E-004    9.07494E-004    1.04151E-003    2.04799E-003    6.94587E-004
8.52239E+000    6.84246E-004    6.42500E-004    6.67158E-004    8.69546E-004    9.90105E-004    1.93690E-003    6.84246E-004
8.60762E+000    6.74803E-004    6.24682E-004    6.50281E-004    8.33343E-004    9.41012E-004    1.83119E-003    6.74803E-004
8.69369E+000    6.66298E-004    6.07305E-004    6.34073E-004    7.98806E-004    8.94108E-004    1.73065E-003    6.66298E-004
8.78063E+000    6.58771E-004    5.90352E-004    6.18521E-004    7.65862E-004    8.49279E-004    1.63509E-003    6.58771E-004
8.86844E+000    6.52266E-004    5.73809E-004    6.03614E-004    7.34441E-004    8.06413E-004    1.54431E-003    6.52266E-004
8.95712E+000    6.46827E-004    5.57663E-004    5.89340E-004    7.04474E-004    7.65401E-004    1.45813E-003    6.46827E-004
9.04669E+000    6.42503E-004    5.41904E-004    5.75691E-004    6.75897E-004    7.26139E-004    1.37636E-003    6.42503E-004
9.13716E+000    6.39343E-004    5.26521E-004    5.62659E-004    6.48647E-004    6.88527E-004    1.30014E-003    6.39343E-004
9.22853E+000    6.37400E-004    5.11897E-004    5.50498E-004    6.22663E-004    6.52466E-004    1.22957E-003    6.37400E-004
9.32082E+000    6.36727E-004    4.97768E-004    5.39001E-004    5.97890E-004    6.17863E-004    1.16257E-003    6.36727E-004
9.41402E+000    6.37381E-004    4.83993E-004    5.28096E-004    5.74272E-004    5.84629E-004    1.09897E-003    6.37381E-004
9.50816E+000    6.39422E-004    4.70788E-004    5.17783E-004    5.51757E-004    5.52677E-004    1.03864E-003    6.39422E-004
9.60325E+000    6.42911E-004    4.58184E-004    5.08060E-004    5.30297E-004    5.21925E-004    9.81420E-004    6.42911E-004
9.69928E+000    6.47911E-004    4.46583E-004    4.98924E-004    5.09844E-004    4.92293E-004    9.27179E-004    6.47911E-004
9.79627E+000    6.54736E-004    4.35369E-004    4.90376E-004    4.90354E-004    4.67017E-004    8.75778E-004    6.54736E-004
9.89423E+000    6.64415E-004    4.24555E-004    4.83579E-004    4.71785E-004    4.47954E-004    8.27083E-004    6.64415E-004
9.99318E+000    6.75853E-004    4.14232E-004    4.77447E-004    4.54096E-004    4.31441E-004    7.80964E-004    6.75853E-004
1.00931E+001    6.89123E-004    4.04463E-004    4.71937E-004    4.37705E-004    4.17158E-004    7.37295E-004    6.89123E-004
1.01940E+001    7.04306E-004    3.95135E-004    4.67266E-004    4.22177E-004    4.05892E-004    6.95952E-004    7.04306E-004
1.02960E+001    7.21480E-004    3.87330E-004    4.63747E-004    4.07343E-004    3.96494E-004    6.56818E-004    7.21480E-004
1.03989E+001    7.40730E-004    3.80345E-004    4.60882E-004    3.93176E-004    3.90237E-004    6.19777E-004    7.40730E-004
1.05029E+001    7.62140E-004    3.73881E-004    4.58669E-004    3.79796E-004    3.88157E-004    5.84718E-004    7.62140E-004
1.06080E+001    7.85799E-004    3.67963E-004    4.57105E-004    3.67132E-004    3.88288E-004    5.51532E-004    7.85799E-004
1.07140E+001    8.11796E-004    3.62618E-004    4.56188E-004    3.55057E-004    3.90609E-004    5.20117E-004    8.11796E-004
1.08212E+001    8.40225E-004    3.57875E-004    4.55914E-004    3.43552E-004    3.92950E-004    4.90371E-004    8.40225E-004
1.09294E+001    8.71179E-004    3.53762E-004    4.56278E-004    3.32923E-004    3.95340E-004    4.62199E-004    8.71179E-004
1.10387E+001    9.04794E-004    3.50312E-004    4.57275E-004    3.23225E-004    3.97805E-004    4.35509E-004    9.04794E-004
1.11491E+001    9.46479E-004    3.47556E-004    4.58901E-004    3.14776E-004    4.00367E-004    4.10210E-004    4.58901E-004
1.12606E+001    9.91057E-004    3.45529E-004    4.61146E-004    3.06741E-004    4.03048E-004    3.86219E-004    4.61146E-004
1.13732E+001    1.03864E-003    3.44267E-004    4.64005E-004    2.99108E-004    4.05863E-004    3.63454E-004    4.64005E-004
1.14869E+001    1.09597E-003    3.43808E-004    4.67466E-004    2.91864E-004    4.08826E-004    3.41837E-004    4.67466E-004
1.16018E+001    1.15953E-003    3.44190E-004    4.71521E-004    2.84995E-004    4.11950E-004    3.21294E-004    4.71521E-004
1.17178E+001    1.22902E-003    3.45456E-004    4.76156E-004    2.78492E-004    4.15243E-004    3.02365E-004    4.76156E-004
1.18350E+001    1.30231E-003    3.47647E-004    4.81359E-004    2.72342E-004    4.18711E-004    2.84497E-004    4.81359E-004
1.19533E+001    1.37953E-003    3.50810E-004    4.87115E-004    2.66535E-004    4.22358E-004    2.68945E-004    4.87115E-004
1.20728E+001    1.46083E-003    3.54992E-004    4.95004E-004    2.61224E-004    4.26186E-004    2.54911E-004    4.95004E-004
1.21936E+001    1.54940E-003    3.60241E-004    5.04462E-004    2.56577E-004    4.31279E-004    2.41824E-004    5.04462E-004
1.23155E+001    1.64289E-003    3.66608E-004    5.14372E-004    2.52280E-004    4.38153E-004    2.30760E-004    5.14372E-004
1.24387E+001    1.74103E-003    3.75975E-004    5.24716E-004    2.48438E-004    4.45121E-004    2.21705E-004    5.24716E-004
1.25631E+001    1.84398E-003    3.87739E-004    5.35468E-004    2.44969E-004    4.52179E-004    2.15013E-004    5.35468E-004
1.26887E+001    1.95187E-003    4.00826E-004    5.46605E-004    2.41836E-004    4.59322E-004    2.09984E-004    5.46605E-004
1.28156E+001    2.06488E-003    4.15306E-004    5.58159E-004    2.39027E-004    4.66543E-004    2.06381E-004    5.58159E-004
1.29437E+001    2.18314E-003    4.31248E-004    5.70060E-004    2.36529E-004    4.73832E-004    2.04042E-004    5.70060E-004
1.30732E+001    2.30682E-003    4.48726E-004    5.82270E-004    2.34331E-004    4.81178E-004    2.02747E-004    5.82270E-004
1.32039E+001    2.43606E-003    4.67813E-004    5.94755E-004    2.32418E-004    4.88570E-004    2.02342E-004    5.94755E-004
1.33359E+001    2.57103E-003    4.88589E-004    6.07482E-004    2.31341E-004    4.95994E-004    2.01929E-004    6.07482E-004
1.34693E+001    2.71189E-003    5.11132E-004    6.20422E-004    2.31348E-004    5.03436E-004    2.01844E-004    6.20422E-004
1.36040E+001    2.85879E-003    5.35525E-004    6.35664E-004    2.31568E-004    5.10880E-004    2.02205E-004    6.35664E-004
1.37400E+001    3.01189E-003    5.61853E-004    6.51053E-004    2.31985E-004    5.18309E-004    2.02556E-004    6.51053E-004
1.38774E+001    3.17134E-003    5.90202E-004    6.66891E-004    2.32578E-004    5.25708E-004    2.03782E-004    6.66891E-004
1.40162E+001    3.33732E-003    6.20663E-004    6.84190E-004    2.33330E-004    5.33057E-004    2.05387E-004    6.84190E-004
1.41564E+001    3.50998E-003    6.53327E-004    7.03455E-004    2.34222E-004    5.40339E-004    2.06948E-004    7.03455E-004
1.42979E+001    3.68949E-003    6.88289E-004    7.22731E-004    2.35234E-004    5.47536E-004    2.08471E-004    7.22731E-004
1.44409E+001    3.87599E-003    7.25645E-004    7.41970E-004    2.36450E-004    5.54630E-004    2.09964E-004    7.41970E-004
1.45853E+001    4.06965E-003    7.65493E-004    7.61124E-004    2.37766E-004    5.61602E-004    2.11431E-004    7.61124E-004
1.47312E+001    4.27256E-003    8.07936E-004    7.80144E-004    2.39154E-004    5.68433E-004    2.12875E-004    7.80144E-004
1.48785E+001    4.48488E-003    8.53075E-004    7.98977E-004    2.40589E-004    5.75107E-004    2.14298E-004    7.98977E-004
1.50273E+001    4.70495E-003    9.01018E-004    8.17571E-004    2.42047E-004    5.81605E-004    2.15701E-004    8.17571E-004
1.51775E+001    4.93293E-003    9.51946E-004    8.35869E-004    2.43499E-004    5.87912E-004    2.17082E-004    8.35869E-004
1.53293E+001    5.16898E-003    1.00774E-003    8.53815E-004    2.44918E-004    5.94010E-004    2.18440E-004    8.53815E-004
1.54826E+001    5.41328E-003    1.06670E-003    8.71351E-004    2.46272E-004    6.00686E-004    2.19772E-004    8.71351E-004
1.56374E+001    5.66598E-003    1.12894E-003    8.88416E-004    2.47530E-004    6.07454E-004    2.21076E-004    8.88416E-004
1.57938E+001    5.92725E-003    1.19637E-003    9.04950E-004    2.48657E-004    6.13951E-004    2.22347E-004    9.04950E-004
1.59517E+001    6.19726E-003    1.26928E-003    9.20891E-004    2.49618E-004    6.20163E-004    2.23581E-004    9.20891E-004
1.61113E+001    6.47615E-003    1.34595E-003    9.36676E-004    2.50374E-004    6.26080E-004    2.24772E-004    8.76944E-004
1.62724E+001    6.76410E-003    1.42649E-003    9.54762E-004    2.51080E-004    6.33077E-004    2.25916E-004    8.36013E-004
1.64351E+001    7.06126E-003    1.51305E-003    9.72589E-004    2.51718E-004    6.39997E-004    2.27008E-004    7.96463E-004
1.65994E+001    7.36778E-003    1.60432E-003    9.89930E-004    2.52510E-004    6.46548E-004    2.28041E-004    7.51936E-004
1.67654E+001    7.68383E-003    1.70051E-003    1.00674E-003    2.53046E-004    6.52723E-004    2.29258E-004    7.08654E-004
1.69331E+001    8.00955E-003    1.80126E-003    1.02297E-003    2.53289E-004    6.58521E-004    2.30524E-004    6.86477E-004
1.71024E+001    3.95840E-003    9.02182E-003    1.04138E-003    2.53201E-004    6.63939E-004    2.31789E-004    6.74979E-004
1.72734E+001    3.83874E-003    8.63524E-003    1.06133E-003    2.52741E-004    6.68978E-004    2.32981E-004    6.68978E-004
1.74462E+001    3.72084E-003    8.26157E-003    1.08088E-003    2.51870E-004    6.73641E-004    2.34091E-004    6.73641E-004
1.76206E+001    3.60487E-003    7.90147E-003    1.09999E-003    2.50543E-004    6.77934E-004    2.35115E-004    6.77934E-004
1.77969E+001    3.49065E-003    7.55467E-003    1.11866E-003    2.48718E-004    6.81864E-004    2.36051E-004    6.81864E-004
1.79748E+001    3.37826E-003    7.21978E-003    1.13683E-003    2.46349E-004    6.85441E-004    2.36894E-004    6.85441E-004
1.81546E+001    3.26773E-003    6.89654E-003    1.15450E-003    2.44520E-004    6.88678E-004    2.37644E-004    6.88678E-004
1.83361E+001    3.16003E-003    6.58469E-003    1.17163E-003    2.43782E-004    6.91591E-004    2.38300E-004    6.91591E-004
1.85195E+001    3.05651E-003    6.28398E-003    1.18820E-003    2.44573E-004    6.94196E-004    2.38863E-004    6.94196E-004
1.87047E+001    2.95989E-003    5.99416E-003    1.20420E-003    2.45344E-004    6.96515E-004    2.39334E-004    6.96515E-004
1.88917E+001    2.86603E-003    5.71495E-003    1.21959E-003    2.46090E-004    6.98571E-004    2.39717E-004    6.98571E-004
1.90806E+001    2.77382E-003    5.44612E-003    1.23436E-003    2.47457E-004    7.00390E-004    2.40016E-004    7.00390E-004
1.92714E+001    2.68330E-003    5.18740E-003    1.24849E-003    2.48624E-004    7.02001E-004    2.40367E-004    7.02001E-004
1.94642E+001    2.59448E-003    4.93855E-003    1.26197E-003    2.49579E-004    7.03435E-004    2.40974E-004    7.03435E-004
1.96588E+001    2.50738E-003    4.70077E-003    1.27478E-003    2.52496E-004    7.04727E-004    2.41506E-004    7.04727E-004
1.98554E+001    2.42204E-003    4.47841E-003    1.30151E-003    2.55523E-004    7.05915E-004    2.41974E-004    7.05915E-004
2.00539E+001    2.33845E-003    4.26457E-003    1.32883E-003    2.61963E-004    7.07046E-004    2.42393E-004    7.07046E-004
2.02545E+001    2.26052E-003    4.05902E-003    1.36155E-003    2.76196E-004    7.08619E-004    2.42778E-004    7.08619E-004
2.04570E+001    2.18796E-003    3.86154E-003    1.39603E-003    2.91996E-004    7.10216E-004    2.43149E-004    7.10216E-004
2.06616E+001    2.11670E-003    3.67193E-003    1.43135E-003    3.08921E-004    7.11888E-004    2.43526E-004    7.11888E-004
2.08682E+001    2.04675E-003    3.49326E-003    1.46755E-003    3.27640E-004    7.13689E-004    2.43931E-004    7.13689E-004
2.10769E+001    1.97815E-003    3.32210E-003    1.50696E-003    3.50613E-004    7.15678E-004    2.44389E-004    7.15678E-004
2.12877E+001    1.91092E-003    3.15794E-003    1.54814E-003    3.78959E-004    7.18040E-004    2.44929E-004    7.18040E-004
2.15005E+001    1.84507E-003    3.00057E-003    1.59049E-003    4.10465E-004    7.21103E-004    2.45578E-004    7.21103E-004
2.17155E+001    1.78063E-003    2.85844E-003    1.63715E-003    4.50521E-004    7.24615E-004    2.46519E-004    7.24615E-004
2.19327E+001    1.71760E-003    2.72548E-003    1.68815E-003    4.99704E-004    7.28652E-004    2.47840E-004    7.28652E-004
2.21520E+001    1.65600E-003    2.59800E-003    1.74085E-003    5.53582E-004    7.33292E-004    2.49437E-004    7.33292E-004
2.23735E+001    1.59811E-003    2.47569E-003    1.79859E-003    6.11127E-004    7.38616E-004    2.51600E-004    7.38616E-004
2.25973E+001    1.54372E-003    2.35842E-003    1.86801E-003    6.72325E-004    7.44708E-004    2.54290E-004    7.44708E-004
2.28233E+001    1.49048E-003    2.24902E-003    1.96410E-003    7.37323E-004    7.51656E-004    2.57407E-004    7.51656E-004
2.30515E+001    1.43841E-003    2.14720E-003    2.07706E-003    8.06269E-004    7.59551E-004    2.61305E-004    7.59551E-004
2.32820E+001    1.38750E-003    2.04955E-003    2.20487E-003    8.79316E-004    7.68485E-004    2.65757E-004    7.68485E-004
2.35148E+001    1.33778E-003    1.95596E-003    2.34772E-003    9.56617E-004    7.78555E-004    2.70793E-004    7.78555E-004
2.37500E+001    1.28943E-003    1.86627E-003    2.50027E-003    1.03833E-003    7.89860E-004    2.76479E-004    7.89860E-004
2.39875E+001    1.24466E-003    1.78036E-003    2.66331E-003    1.12461E-003    8.02502E-004    2.82892E-004    8.02502E-004
2.42273E+001    1.20091E-003    1.69810E-003    2.83948E-003    1.21562E-003    8.16585E-004    2.90438E-004    8.16585E-004
2.44696E+001    1.15819E-003    1.61935E-003    3.02316E-003    1.31152E-003    8.32940E-004    2.98880E-004    8.32940E-004
2.47143E+001    1.11650E-003    1.54400E-003    3.21454E-003    1.41248E-003    8.51296E-004    3.08297E-004    8.51296E-004
2.49615E+001    1.07586E-003    1.47193E-003    3.41535E-003    1.51866E-003    8.71491E-004    3.18773E-004    8.71491E-004
2.52111E+001    1.03627E-003    1.40300E-003    1.51426E-003    3.84593E-003    8.93645E-004    3.30392E-004    8.93645E-004
2.54632E+001    9.97716E-004    1.33712E-003    1.44089E-003    3.64397E-003    9.17877E-004    3.43244E-004    9.17877E-004
2.57178E+001    9.60212E-004    1.27561E-003    1.37079E-003    3.45054E-003    9.44311E-004    3.57419E-004    9.44311E-004
2.59750E+001    9.23750E-004    1.21712E-003    1.30384E-003    3.26541E-003    9.73072E-004    3.73012E-004    9.71071E-004
2.62347E+001    8.88328E-004    1.16124E-003    1.24037E-003    3.08831E-003    1.00429E-003    3.90120E-004    9.23680E-004
2.64971E+001    8.53940E-004    1.10786E-003    1.18115E-003    2.91902E-003    1.03809E-003    4.08842E-004    8.80101E-004
2.67621E+001    8.20579E-004    1.05689E-003    1.12463E-003    2.75729E-003    1.07460E-003    4.29281E-004    8.38106E-004
2.70297E+001    7.88237E-004    1.00821E-003    1.07071E-003    2.60288E-003    1.11397E-003    4.51542E-004    7.96927E-004
2.73000E+001    7.57696E-004    9.61754E-004    1.01929E-003    2.45555E-003    1.15631E-003    4.75732E-004    7.60986E-004
2.75730E+001    7.30043E-004    9.17666E-004    9.70265E-004    2.31508E-003    1.20178E-003    5.01963E-004    7.27835E-004
2.78487E+001    7.03206E-004    8.75840E-004    9.23544E-004    2.18122E-003    1.25050E-003    5.30346E-004    7.03206E-004
2.81272E+001    6.77539E-004    8.35908E-004    8.79035E-004    2.05799E-003    1.30313E-003    5.60996E-004    6.77539E-004
2.84085E+001    6.52710E-004    7.97791E-004    8.36647E-004    1.94075E-003    1.36421E-003    5.94413E-004    6.52710E-004
2.86925E+001    6.28845E-004    7.61412E-004    7.96346E-004    1.82912E-003    1.43150E-003    6.31214E-004    6.28845E-004
2.89795E+001    6.05867E-004    7.26696E-004    7.58398E-004    1.72291E-003    1.50298E-003    6.70719E-004    6.05867E-004
2.92693E+001    5.83648E-004    6.93571E-004    7.22270E-004    1.62455E-003    1.57881E-003    7.13053E-004    5.83648E-004
2.95620E+001    5.62181E-004    6.61967E-004    6.87887E-004    1.53110E-003    1.65914E-003    7.58347E-004    5.62181E-004
2.98576E+001    5.41458E-004    6.31816E-004    6.55176E-004    1.44227E-003    1.74415E-003    8.07643E-004    5.41458E-004
3.01562E+001    5.22894E-004    6.03054E-004    6.24876E-004    1.35791E-003    1.83665E-003    8.61083E-004    5.22894E-004
3.04577E+001    5.05168E-004    5.76289E-004    5.97809E-004    1.27782E-003    1.93560E-003    9.19168E-004    5.05168E-004
3.07623E+001    4.88050E-004    5.52045E-004    5.72044E-004    1.20186E-003    2.03988E-003    9.81360E-004    4.88050E-004
3.10699E+001    4.71540E-004    5.28869E-004    5.47523E-004    1.12985E-003    2.14966E-003    1.04737E-003    4.71540E-004
3.13806E+001    4.56052E-004    5.06713E-004    5.24287E-004    1.06163E-003    2.26511E-003    1.11736E-003    4.56052E-004
3.16944E+001    4.41443E-004    4.85531E-004    5.02182E-004    9.97265E-004    2.38639E-003    1.19147E-003    4.41443E-004
3.20114E+001    4.27915E-004    4.65277E-004    4.81162E-004    9.37820E-004    1.28363E-003    1.26986E-003    4.27915E-004
3.23315E+001    4.15110E-004    4.45908E-004    4.61180E-004    8.81590E-004    1.20154E-003    1.35268E-003    4.15110E-004
3.26548E+001    4.02832E-004    4.28014E-004    4.42193E-004    8.28437E-004    1.12384E-003    1.44009E-003    4.02832E-004
3.29813E+001    3.91088E-004    4.11174E-004    4.24252E-004    7.78324E-004    1.05034E-003    1.53224E-003    3.91088E-004
3.33112E+001    3.79884E-004    3.95036E-004    4.08053E-004    7.32007E-004    9.81000E-004    1.62931E-003    3.79884E-004
3.36443E+001    3.69608E-004    3.79666E-004    3.92716E-004    6.89050E-004    9.15637E-004    1.73144E-003    3.69608E-004
3.39807E+001    3.60132E-004    3.65233E-004    3.78574E-004    6.48555E-004    8.53887E-004    1.83879E-003    3.60132E-004
3.43205E+001    3.51184E-004    3.51633E-004    3.65167E-004    6.11801E-004    7.95576E-004    1.95155E-003    3.51184E-004
3.46637E+001    3.42777E-004    3.38856E-004    3.52468E-004    5.77179E-004    7.41492E-004    2.06986E-003    3.42777E-004
3.50104E+001    3.34924E-004    3.27360E-004    3.40450E-004    5.44484E-004    6.91090E-004    2.19388E-003    3.34924E-004
3.53605E+001    3.27644E-004    3.16442E-004    3.29349E-004    5.13626E-004    6.43808E-004    2.32406E-003    3.27644E-004
3.57141E+001    3.21017E-004    3.05899E-004    3.19323E-004    4.84711E-004    5.99480E-004    2.46045E-003    3.21017E-004
3.60712E+001    3.15073E-004    2.95813E-004    3.09918E-004    4.57466E-004    5.58510E-004    2.60309E-003    3.15073E-004
3.64319E+001    3.10229E-004    2.86033E-004    3.00977E-004    4.31781E-004    5.21367E-004    2.75216E-003    3.10229E-004
3.67962E+001    3.06625E-004    2.76648E-004    2.92485E-004    4.07581E-004    4.86566E-004    2.90782E-003    3.06625E-004
3.71642E+001    3.03703E-004    2.67576E-004    2.84495E-004    3.85342E-004    4.53651E-004    1.22475E-003    3.03703E-004
