    r2             l0-1234         l1-1234         l1-1235         l2-1235         l2-1246         l3-1246          final
3.28478E+002    1.93741E-003    3.97468E-003    8.85081E-004    1.78068E-004    5.11354E-004    1.76363E-004    8.85081E-004
3.31762E+002    1.87141E-003    3.77675E-003    9.07366E-004    1.86713E-004    5.12952E-004    1.77750E-004    9.07366E-004
3.35080E+002    1.80678E-003    3.58683E-003    9.32534E-004    1.98153E-004    5.14605E-004    1.79110E-004    5.14605E-004
3.38431E+002    1.74354E-003    3.40516E-003    9.61290E-004    2.14701E-004    5.16383E-004    1.80464E-004    5.16383E-004
3.41815E+002    1.68169E-003    3.23157E-003    9.94526E-004    2.36733E-004    5.18318E-004    1.81826E-004    5.18318E-004
3.45233E+002    1.62181E-003    3.06537E-003    1.03090E-003    2.63710E-004    5.20465E-004    1.83243E-004    5.20465E-004
3.48686E+002    1.56334E-003    2.90620E-003    1.07234E-003    2.94254E-004    5.22881E-004    1.84725E-004    5.22881E-004
3.52172E+002    1.50635E-003    2.75378E-003    1.11825E-003    3.29072E-004    5.25628E-004    1.86303E-004    5.25628E-004
3.55694E+002    1.45084E-003    2.60791E-003    1.17184E-003    3.67287E-004    5.28769E-004    1.88011E-004    5.28769E-004
3.59251E+002    1.39736E-003    2.46848E-003    1.23575E-003    4.08232E-004    5.32372E-004    1.89886E-004    5.32372E-004
3.62844E+002    1.34522E-003    2.33604E-003    1.30754E-003    4.52035E-004    5.36507E-004    1.91976E-004    5.36507E-004
3.66472E+002    1.29443E-003    2.20975E-003    1.39427E-003    4.99334E-004    5.41246E-004    1.94335E-004    5.41246E-004
3.70137E+002    1.24566E-003    2.08978E-003    1.49679E-003    5.50275E-004    5.46665E-004    1.96991E-004    5.46665E-004
3.73838E+002    1.19914E-003    1.97921E-003    1.61297E-003    6.04544E-004    5.52843E-004    1.99993E-004    5.52843E-004
3.77576E+002    1.15436E-003    1.88123E-003    1.73853E-003    6.62282E-004    5.59862E-004    2.03391E-004    5.59862E-004
3.81352E+002    1.11133E-003    1.78775E-003    1.87048E-003    7.23630E-004    5.67820E-004    2.07240E-004    5.67820E-004
3.85166E+002    1.07288E-003    1.69850E-003    2.00879E-003    7.88734E-004    5.77379E-004    2.11598E-004    5.77379E-004
3.89017E+002    1.03527E-003    1.61367E-003    2.15364E-003    8.58130E-004    5.88208E-004    2.16571E-004    5.88208E-004
3.92908E+002    9.98545E-004    1.53289E-003    2.30521E-003    9.32727E-004    6.00342E-004    2.22311E-004    6.00342E-004
3.96837E+002    9.62711E-004    1.45587E-003    2.46369E-003    1.01228E-003    6.13940E-004    2.28922E-004    6.13940E-004
4.00805E+002    9.27722E-004    1.38278E-003    2.63035E-003    1.09634E-003    6.29111E-004    2.36342E-004    6.29111E-004
4.04813E+002    8.93589E-004    1.31373E-003    2.80494E-003    1.18509E-003    6.45973E-004    2.44640E-004    6.45973E-004
4.08861E+002    8.60319E-004    1.24806E-003    2.98866E-003    1.27923E-003    6.65204E-004    2.53895E-004    6.65204E-004
4.12950E+002    8.27916E-004    1.18552E-003    3.18016E-003    1.37836E-003    6.86971E-004    2.64185E-004    6.86971E-004
4.17079E+002    7.96383E-004    1.12637E-003    3.37962E-003    1.48265E-003    7.10795E-004    2.75820E-004    7.10795E-004
4.21250E+002    7.65721E-004    1.07004E-003    3.58725E-003    1.59226E-003    7.36765E-004    2.88926E-004    7.36765E-004
4.25463E+002    7.35930E-004    1.01899E-003    3.80321E-003    1.70737E-003    7.65004E-004    3.03376E-004    8.01848E-004
4.29717E+002    7.07039E-004    9.70477E-004    4.02770E-003    1.82813E-003    7.96317E-004    3.19254E-004    7.57420E-004
4.34014E+002    6.79036E-004    9.24161E-004    4.26091E-003    1.95493E-003    8.30533E-004    3.36731E-004    7.15604E-004
4.38355E+002    6.51907E-004    8.80005E-004    4.50301E-003    2.08792E-003    8.67457E-004    3.56038E-004    6.76175E-004
4.42738E+002    6.25636E-004    8.37904E-004    4.75419E-003    2.22720E-003    9.07547E-004    3.77565E-004    6.38971E-004
4.47166E+002    6.00208E-004    7.97762E-004    8.45624E-004    2.25976E-003    9.50658E-004    4.01019E-004    6.04133E-004
4.51637E+002    5.75667E-004    7.59481E-004    8.01252E-004    2.12947E-003    9.97690E-004    4.26470E-004    5.73131E-004
4.56154E+002    5.51968E-004    7.22982E-004    7.59106E-004    2.00583E-003    1.04910E-003    4.54076E-004    5.51968E-004
4.60715E+002    5.29081E-004    6.88248E-004    7.19094E-004    1.88828E-003    1.10421E-003    4.84081E-004    5.29081E-004
4.65322E+002    5.10125E-004    6.55198E-004    6.82805E-004    1.77685E-003    1.16315E-003    5.16444E-004    5.10125E-004
4.69975E+002    4.92258E-004    6.23700E-004    6.49006E-004    1.67107E-003    1.22626E-003    5.51288E-004    4.92258E-004
4.74675E+002    4.74974E-004    5.93686E-004    6.16984E-004    1.57075E-003    1.29338E-003    5.88869E-004    4.74974E-004
4.79422E+002    4.58315E-004    5.65090E-004    5.86886E-004    1.47585E-003    1.36464E-003    6.29564E-004    4.58315E-004
4.84216E+002    4.42449E-004    5.37849E-004    5.58699E-004    1.38582E-003    1.44050E-003    6.73314E-004    4.42449E-004
4.89058E+002    4.27167E-004    5.11972E-004    5.32151E-004    1.30045E-003    1.52135E-003    7.20094E-004    4.27167E-004
4.93949E+002    4.12425E-004    4.87380E-004    5.07002E-004    1.21965E-003    1.60856E-003    7.70081E-004    4.12425E-004
4.98888E+002    3.98221E-004    4.64095E-004    4.83184E-004    1.14389E-003    1.70064E-003    8.23573E-004    3.98221E-004
5.03877E+002    3.84566E-004    4.42259E-004    4.60634E-004    1.07223E-003    1.79778E-003    8.80707E-004    3.84566E-004
5.08916E+002    3.71687E-004    4.21988E-004    4.39294E-004    1.00445E-003    1.90044E-003    9.41448E-004    3.71687E-004
5.14005E+002    3.59352E-004    4.02809E-004    4.19267E-004    9.40372E-004    2.00880E-003    1.00594E-003    3.59352E-004
5.19145E+002    3.47678E-004    3.84562E-004    4.00443E-004    8.79853E-004    2.12289E-003    1.07433E-003    3.47678E-004
5.24337E+002    3.36560E-004    3.67279E-004    3.82659E-004    8.23086E-004    2.24323E-003    1.14683E-003    3.36560E-004
5.29580E+002    3.25910E-004    3.50910E-004    3.65845E-004    7.69689E-004    2.36962E-003    1.22376E-003    3.25910E-004
5.34876E+002    3.15895E-004    3.35651E-004    3.50011E-004    7.19525E-004    2.50261E-003    1.30508E-003    3.15895E-004
5.40225E+002    3.06518E-004    3.21286E-004    3.35172E-004    6.72289E-004    2.64278E-003    1.39091E-003    3.06518E-004
5.45627E+002    2.97618E-004    3.07633E-004    3.21289E-004    6.27826E-004    2.79009E-003    1.48141E-003    2.97618E-004
5.51083E+002    2.89203E-004    2.94714E-004    3.08486E-004    5.86099E-004    2.94475E-003    1.57674E-003    2.89203E-004
5.56594E+002    2.81316E-004    2.82558E-004    2.96466E-004    5.47077E-004    3.10660E-003    1.67707E-003    2.81316E-004
5.62160E+002    2.74268E-004    2.71125E-004    2.85204E-004    5.10488E-004    6.98112E-004    1.78276E-003    2.74268E-004
5.67782E+002    2.68111E-004    2.60758E-004    2.74710E-004    4.77127E-004    6.47444E-004    1.89386E-003    2.68111E-004
5.73459E+002    2.62522E-004    2.51008E-004    2.64942E-004    4.48467E-004    5.99790E-004    2.01050E-003    2.62522E-004
5.79194E+002    2.57530E-004    2.41804E-004    2.55995E-004    4.21842E-004    5.54952E-004    2.13287E-003    2.57530E-004
5.84986E+002    2.53141E-004    2.33195E-004    2.47730E-004    3.96837E-004    5.12888E-004    2.26106E-003    2.53141E-004
5.90836E+002    2.49417E-004    2.24921E-004    2.40055E-004    3.73450E-004    4.73453E-004    2.39523E-003    2.49417E-004
5.96744E+002    2.46391E-004    2.17128E-004    2.32890E-004    3.51750E-004    4.36428E-004    2.53555E-003    2.46391E-004
6.02712E+002    2.44106E-004    2.09664E-004    2.26279E-004    3.31569E-004    4.01730E-004    2.68218E-003    2.44106E-004
6.08739E+002    2.42570E-004    2.02549E-004    2.20140E-004    3.12665E-004    3.69166E-004    2.83528E-003    2.42570E-004
6.14826E+002    2.42038E-004    1.95809E-004    2.14508E-004    2.94907E-004    3.42524E-004    2.99503E-003    2.42038E-004
6.20974E+002    2.42594E-004    1.89482E-004    2.09348E-004    2.78267E-004    3.17867E-004    3.16159E-003    2.42594E-004
6.27184E+002    2.44079E-004    1.83550E-004    2.04606E-004    2.63086E-004    2.94752E-004    3.33512E-003    2.44079E-004
6.33456E+002    2.46700E-004    1.78084E-004    2.00326E-004    2.49148E-004    2.73282E-004    3.51590E-003    2.46700E-004
6.39790E+002    2.50277E-004    1.72862E-004    1.96467E-004    2.36462E-004    2.53441E-004    7.61545E-004    2.50277E-004
6.46188E+002    2.54830E-004    1.67933E-004    1.92999E-004    2.24762E-004    2.34835E-004    7.05269E-004    2.54830E-004
6.52650E+002    2.60354E-004    1.63272E-004    1.89969E-004    2.13834E-004    2.17248E-004    6.52435E-004    2.60354E-004
6.59177E+002    2.67324E-004    1.58886E-004    1.87325E-004    2.03567E-004    2.00985E-004    6.02885E-004    2.67324E-004
6.65769E+002    2.75871E-004    1.54890E-004    1.85054E-004    1.93987E-004    1.85734E-004    5.56510E-004    2.75871E-004
6.72426E+002    2.85748E-004    1.51136E-004    1.83198E-004    1.85069E-004    1.71603E-004    5.13107E-004    2.85748E-004
6.79150E+002    2.97501E-004    1.47623E-004    1.81760E-004    1.76709E-004    1.59034E-004    4.72481E-004    2.97501E-004
6.85942E+002    3.11071E-004    1.44384E-004    1.80735E-004    1.68871E-004    1.49921E-004    4.34901E-004    3.11071E-004
6.92801E+002    3.26777E-004    1.41477E-004    1.80188E-004    1.61529E-004    1.44668E-004    3.99982E-004    3.26777E-004
6.99729E+002    3.46180E-004    1.38937E-004    1.80093E-004    1.54710E-004    1.41835E-004    3.67492E-004    3.46180E-004
7.06727E+002    3.74108E-004    1.36715E-004    1.80540E-004    1.48368E-004    1.40872E-004    3.37554E-004    3.74108E-004
7.13794E+002    4.04649E-004    1.34853E-004    1.81354E-004    1.42444E-004    1.41160E-004    3.10954E-004    4.04649E-004
7.20932E+002    4.37384E-004    1.33365E-004    1.82640E-004    1.36915E-004    1.42728E-004    2.86764E-004    4.37384E-004
7.28141E+002    4.72413E-004    1.32286E-004    1.84485E-004    1.31768E-004    1.45720E-004    2.64529E-004    4.72413E-004
7.35423E+002    5.09847E-004    1.31596E-004    1.86991E-004    1.27013E-004    1.49272E-004    2.43901E-004    5.09847E-004
7.42777E+002    5.49923E-004    1.31337E-004    1.90016E-004    1.22616E-004    1.53149E-004    2.24834E-004    5.49923E-004
7.50205E+002    5.92743E-004    1.31602E-004    1.94210E-004    1.18549E-004    1.57203E-004    2.06983E-004    5.92743E-004
7.57707E+002    6.38421E-004    1.32316E-004    1.99369E-004    1.14801E-004    1.61689E-004    1.90323E-004    6.38421E-004
7.65284E+002    6.86991E-004    1.33566E-004    2.05269E-004    1.11370E-004    1.66453E-004    1.75036E-004    6.86991E-004
7.72937E+002    7.38629E-004    1.35426E-004    2.11713E-004    1.08258E-004    1.71436E-004    1.60850E-004    7.38629E-004
7.80666E+002    7.93500E-004    1.37879E-004    2.18525E-004    1.05478E-004    1.76667E-004    1.47643E-004    7.93500E-004
7.88473E+002    8.51712E-004    1.41207E-004    2.25959E-004    1.02972E-004    1.82086E-004    1.35278E-004    8.51712E-004
7.96357E+002    9.13433E-004    1.45285E-004    2.33872E-004    1.00805E-004    1.87893E-004    1.23738E-004    9.13433E-004
8.04321E+002    9.78715E-004    1.50163E-004    2.42317E-004    9.90477E-005    1.94096E-004    1.12879E-004    9.78715E-004
8.12364E+002    1.04770E-003    1.56109E-004    2.51316E-004    9.75856E-005    2.00699E-004    1.02744E-004    2.51316E-004
8.20488E+002    1.12053E-003    1.63832E-004    2.61190E-004    9.63591E-005    2.07621E-004    9.33964E-005    2.61190E-004
8.28693E+002    1.19746E-003    1.72516E-004    2.72973E-004    9.54208E-005    2.14788E-004    8.47738E-005    2.72973E-004
8.36980E+002    1.27854E-003    1.82170E-004    2.85497E-004    9.47000E-005    2.22205E-004    7.78970E-005    2.85497E-004
8.45349E+002    1.36390E-003    1.92801E-004    2.98359E-004    9.42463E-005    2.29700E-004    7.32461E-005    2.98359E-004
8.53803E+002    1.45368E-003    2.04577E-004    3.11546E-004    9.40082E-005    2.37215E-004    7.06864E-005    3.11546E-004
8.62341E+002    1.54805E-003    2.17724E-004    3.25038E-004    9.40385E-005    2.44899E-004    7.04098E-005    3.25038E-004
8.70964E+002    1.64714E-003    2.32385E-004    3.38728E-004    9.42915E-005    2.52731E-004    7.13351E-005    3.38728E-004
8.79674E+002    1.75113E-003    2.48387E-004    3.52592E-004    9.48541E-005    2.61351E-004    7.28220E-005    3.52592E-004
8.88471E+002    1.86022E-003    2.65899E-004    3.66597E-004    9.56420E-005    2.70787E-004    7.47232E-005    3.66597E-004
8.97355E+002    1.97458E-003    2.85333E-004    3.80775E-004    9.66381E-005    2.80203E-004    7.69136E-005    3.80775E-004
9.06329E+002    2.09430E-003    3.06444E-004    3.95071E-004    9.78828E-005    2.89591E-004    7.93276E-005    3.95071E-004
9.15392E+002    2.21954E-003    3.29717E-004    4.09525E-004    9.93556E-005    2.99014E-004    8.18064E-005    4.09525E-004
9.24546E+002    2.35045E-003    3.55248E-004    4.23989E-004    1.00972E-004    3.08389E-004    8.43346E-005    4.23989E-004
9.33792E+002    2.48721E-003    3.82833E-004    4.38438E-004    1.02733E-004    3.17752E-004    8.69895E-005    4.38438E-004
9.43130E+002    2.63008E-003    4.12988E-004    4.52841E-004    1.04670E-004    3.27029E-004    8.97041E-005    4.52841E-004
9.52561E+002    2.77919E-003    4.45545E-004    4.67187E-004    1.06696E-004    3.36195E-004    9.24649E-005    4.67187E-004
9.62086E+002    2.93464E-003    4.80798E-004    4.81407E-004    1.08803E-004    3.45231E-004    9.52370E-005    4.81407E-004
9.71707E+002    3.09659E-003    5.18733E-004    4.95511E-004    1.10972E-004    3.54112E-004    9.80449E-005    4.95511E-004
9.81424E+002    3.26519E-003    5.59047E-004    5.09514E-004    1.13251E-004    3.62832E-004    1.00814E-004    5.09514E-004
9.91239E+002    3.44060E-003    6.01823E-004    5.23348E-004    1.15562E-004    3.71413E-004    1.03534E-004    5.23348E-004
1.00115E+003    3.62299E-003    6.47197E-004    5.36969E-004    1.17947E-004    3.79842E-004    1.06296E-004    5.36969E-004
1.01116E+003    3.81252E-003    6.95323E-004    5.50291E-004    1.20347E-004    3.88083E-004    1.09071E-004    5.50291E-004
1.02127E+003    4.00934E-003    7.46265E-004    5.63379E-004    1.22777E-004    3.96079E-004    1.11815E-004    5.63379E-004
1.03149E+003    4.21362E-003    8.00123E-004    5.76114E-004    1.25177E-004    4.03818E-004    1.14545E-004    5.76114E-004
1.04180E+003    4.42551E-003    8.57102E-004    5.88433E-004    1.27583E-004    4.11285E-004    1.17262E-004    5.88433E-004
1.05222E+003    4.64518E-003    9.17278E-004    6.00430E-004    1.30056E-004    4.18467E-004    1.19962E-004    6.00430E-004
1.06274E+003    4.87276E-003    9.80784E-004    6.11992E-004    1.32821E-004    4.25355E-004    1.22717E-004    6.11992E-004
1.07337E+003    5.10844E-003    1.04770E-003    6.23098E-004    1.35405E-004    4.31938E-004    1.25402E-004    6.23098E-004
1.08410E+003    5.35234E-003    1.11815E-003    6.34067E-004    1.37785E-004    4.38208E-004    1.28106E-004    6.34067E-004
1.09494E+003    5.60464E-003    1.19227E-003    6.44793E-004    1.39944E-004    4.44159E-004    1.30867E-004    6.44793E-004
1.10589E+003    5.86548E-003    1.27019E-003    6.55099E-004    1.41864E-004    4.49785E-004    1.33848E-004    6.55099E-004
1.11695E+003    6.13501E-003    1.35203E-003    6.65223E-004    1.43579E-004    4.55084E-004    1.36894E-004    6.65223E-004
1.12812E+003    6.41338E-003    1.43793E-003    6.75074E-004    1.45177E-004    4.60061E-004    1.40090E-004    6.75074E-004
1.13940E+003    6.70074E-003    1.52804E-003    6.84631E-004    1.46572E-004    4.64712E-004    1.43173E-004    6.84631E-004
1.15080E+003    6.99722E-003    1.62251E-003    6.93892E-004    1.47777E-004    4.69101E-004    1.46151E-004    6.93892E-004
1.16231E+003    7.30298E-003    1.72147E-003    7.03010E-004    1.48747E-004    4.73169E-004    1.49001E-004    7.03010E-004
1.17393E+003    7.61816E-003    1.82505E-003    7.12703E-004    1.49603E-004    4.76923E-004    1.51720E-004    7.12703E-004
1.18567E+003    7.94288E-003    1.93345E-003    7.22502E-004    1.50295E-004    4.80374E-004    1.54303E-004    7.22502E-004
1.19752E+003    8.27729E-003    2.04677E-003    7.32569E-004    1.50889E-004    4.83534E-004    1.56761E-004    7.32569E-004
1.20950E+003    8.62153E-003    2.16515E-003    7.42805E-004    1.51659E-004    4.86420E-004    1.59090E-004    7.42805E-004
1.22159E+003    8.97572E-003    2.28885E-003    7.53383E-004    1.52459E-004    4.89049E-004    1.61291E-004    7.53383E-004
1.23381E+003    9.33999E-003    2.41796E-003    7.65051E-004    1.53532E-004    4.91441E-004    1.63368E-004    7.65051E-004
1.24615E+003    9.71447E-003    2.55257E-003    7.77476E-004    1.54793E-004    4.93621E-004    1.65322E-004    7.77476E-004
1.25861E+003    1.00993E-002    2.69285E-003    7.90932E-004    1.56518E-004    4.95615E-004    1.67168E-004    7.90932E-004
1.27120E+003    1.04947E-002    2.83893E-003    8.05208E-004    1.58871E-004    4.97452E-004    1.68900E-004    8.05208E-004
1.28391E+003    2.09087E-003    4.47908E-003    8.21093E-004    1.62087E-004    4.99163E-004    1.70528E-004    8.21093E-004
1.29675E+003    2.01917E-003    4.26053E-003    8.39076E-004    1.66340E-004    5.00785E-004    1.72063E-004    8.39076E-004
1.30971E+003    1.94975E-003    4.05052E-003    8.58144E-004    1.71989E-004    5.02354E-004    1.73522E-004    8.58144E-004
1.32281E+003    1.88209E-003    3.84921E-003    8.80002E-004    1.79479E-004    5.03912E-004    1.74931E-004    8.80002E-004
1.33604E+003    1.81630E-003    3.65621E-003    9.04057E-004    1.89586E-004    5.05502E-004    1.76294E-004    9.04057E-004
1.34940E+003    1.75256E-003    3.47118E-003    9.31317E-004    2.03638E-004    5.07171E-004    1.77643E-004    9.31317E-004
1.36289E+003    1.69068E-003    3.29419E-003    9.61743E-004    2.23269E-004    5.08970E-004    1.78990E-004    5.08970E-004
1.37652E+003    1.63028E-003    3.12483E-003    9.96137E-004    2.48303E-004    5.10951E-004    1.80360E-004    5.10951E-004
1.39029E+003    1.57139E-003    2.96274E-003    1.03542E-003    2.76911E-004    5.13170E-004    1.81779E-004    5.13170E-004
1.40419E+003    1.51424E-003    2.80751E-003    1.07972E-003    3.09952E-004    5.15686E-004    1.83278E-004    5.15686E-004
1.41823E+003    1.45855E-003    2.65905E-003    1.13074E-003    3.46319E-004    5.18560E-004    1.84895E-004    5.18560E-004
1.43242E+003    1.40483E-003    2.51749E-003    1.18949E-003    3.85480E-004    5.21868E-004    1.86665E-004    5.21868E-004
1.44674E+003    1.35271E-003    2.38233E-003    1.25729E-003    4.27917E-004    5.25783E-004    1.88621E-004    5.25783E-004
1.46121E+003    1.30201E-003    2.25344E-003    1.33885E-003    4.73289E-004    5.30404E-004    1.90805E-004    5.30404E-004
1.47582E+003    1.25304E-003    2.13047E-003    1.43646E-003    5.22168E-004    5.35690E-004    1.93260E-004    5.35690E-004
1.49058E+003    1.20546E-003    2.01334E-003    1.54775E-003    5.74322E-004    5.41719E-004    1.96032E-004    5.41719E-004
1.50548E+003    1.15985E-003    1.91035E-003    1.66909E-003    6.29916E-004    5.48583E-004    1.99238E-004    5.48583E-004
1.52054E+003    1.11577E-003    1.81416E-003    1.79672E-003    6.89413E-004    5.56361E-004    2.02874E-004    5.56361E-004
1.53574E+003    1.07611E-003    1.72291E-003    1.93056E-003    7.52597E-004    5.65381E-004    2.06993E-004    5.65381E-004
1.55110E+003    1.03864E-003    1.63662E-003    2.07172E-003    8.19828E-004    5.75589E-004    2.11668E-004    5.75589E-004
1.56661E+003    1.00200E-003    1.55458E-003    2.22024E-003    8.91646E-004    5.87019E-004    2.17048E-004    5.87019E-004
1.58228E+003    9.66174E-004    1.47636E-003    2.37561E-003    9.68381E-004    5.99953E-004    2.23201E-004    5.99953E-004
1.59810E+003    9.31183E-004    1.40268E-003    2.53800E-003    1.04975E-003    6.14611E-004    2.30160E-004    6.14611E-004
1.61408E+003    8.97033E-004    1.33263E-003    2.70810E-003    1.13582E-003    6.30849E-004    2.38003E-004    6.30849E-004
1.63022E+003    8.63734E-004    1.26588E-003    2.88658E-003    1.22688E-003    6.49026E-004    2.46852E-004    6.49026E-004
1.64652E+003    8.31300E-004    1.20235E-003    3.07283E-003    1.32287E-003    6.69343E-004    2.56703E-004    6.69343E-004
1.66299E+003    7.99748E-004    1.14217E-003    3.26691E-003    1.42398E-003    6.91646E-004    2.67730E-004    6.91646E-004
1.67962E+003    7.69057E-004    1.08517E-003    3.46900E-003    1.53053E-003    7.16552E-004    2.80148E-004    7.16552E-004
1.69642E+003    7.39227E-004    1.03245E-003    3.67930E-003    1.64267E-003    7.43748E-004    2.93878E-004    8.15743E-004
1.71338E+003    7.10255E-004    9.83119E-004    3.89858E-003    1.76050E-003    7.73685E-004    3.09119E-004    7.70408E-004
1.73051E+003    6.82157E-004    9.36111E-004    4.12730E-003    1.88410E-003    8.06426E-004    3.25884E-004    7.27091E-004
1.74782E+003    6.54932E-004    8.91263E-004    4.36486E-003    2.01378E-003    8.41974E-004    3.44339E-004    6.86281E-004
1.76530E+003    6.28554E-004    8.48519E-004    4.61142E-003    2.14959E-003    8.80872E-004    3.64834E-004    6.47719E-004
1.78295E+003    6.03039E-004    8.07834E-004    4.86715E-003    2.29165E-003    9.23005E-004    3.87179E-004    6.12282E-004
1.80078E+003    5.78370E-004    7.69037E-004    8.12456E-004    2.17590E-003    9.68551E-004    4.11456E-004    5.79658E-004
1.81879E+003    5.54553E-004    7.32051E-004    7.69678E-004    2.04983E-003    1.01787E-003    4.37883E-004    5.54553E-004
1.83698E+003    5.32125E-004    6.96784E-004    7.29226E-004    1.93011E-003    1.07073E-003    4.66793E-004    5.32125E-004
1.85535E+003    5.13293E-004    6.63186E-004    6.90832E-004    1.81647E-003    1.12728E-003    4.98020E-004    5.13293E-004
1.87390E+003    4.95191E-004    6.31202E-004    6.56244E-004    1.70857E-003    1.18844E-003    5.31744E-004    4.95191E-004
1.89264E+003    4.77722E-004    6.00723E-004    6.23818E-004    1.60616E-003    1.25382E-003    5.68065E-004    4.77722E-004
1.91156E+003    4.60971E-004    5.71735E-004    5.93247E-004    1.50918E-003    1.32347E-003    6.07385E-004    4.60971E-004
1.93068E+003    4.44871E-004    5.44140E-004    5.64407E-004    1.41737E-003    1.39739E-003    6.49619E-004    4.44871E-004
1.94999E+003    4.29371E-004    5.17992E-004    5.37176E-004    1.33029E-003    1.47618E-003    6.94813E-004    4.29371E-004
1.96949E+003    4.14451E-004    4.93148E-004    5.11471E-004    1.24812E-003    1.56052E-003    7.43101E-004    4.14451E-004
1.98918E+003    4.00174E-004    4.69538E-004    4.87147E-004    1.17037E-003    1.64970E-003    7.94776E-004    4.00174E-004
2.00907E+003    3.86504E-004    4.47129E-004    4.64256E-004    1.09679E-003    1.74382E-003    8.50042E-004    3.86504E-004
2.02916E+003    3.73335E-004    4.26282E-004    4.42856E-004    1.02758E-003    1.84342E-003    9.08846E-004    3.73335E-004
2.04946E+003    3.60738E-004    4.06650E-004    4.22647E-004    9.62144E-004    1.94907E-003    9.71321E-004    3.60738E-004
2.06995E+003    3.48730E-004    3.88150E-004    4.03520E-004    9.00407E-004    2.06022E-003    1.03769E-003    3.48730E-004
2.09065E+003    3.37383E-004    3.70628E-004    3.85575E-004    8.42388E-004    2.17726E-003    1.10811E-003    3.37383E-004
2.11156E+003    3.26655E-004    3.54143E-004    3.68654E-004    7.87662E-004    2.30069E-003    1.18286E-003    3.26655E-004
2.13267E+003    3.16461E-004    3.38549E-004    3.52700E-004    7.36173E-004    2.43066E-003    1.26198E-003    3.16461E-004
2.15400E+003    3.06775E-004    3.23731E-004    3.37764E-004    6.87843E-004    2.56741E-003    1.34560E-003    3.06775E-004
2.17554E+003    2.97762E-004    3.09724E-004    3.23790E-004    6.42421E-004    2.71095E-003    1.43382E-003    2.97762E-004
2.19729E+003    2.89247E-004    2.96591E-004    3.10714E-004    5.99764E-004    2.86154E-003    1.52679E-003    2.89247E-004
2.21927E+003    2.81212E-004    2.84312E-004    2.98437E-004    5.59725E-004    3.01966E-003    1.62468E-003    2.81212E-004
2.24146E+003    2.73832E-004    2.72682E-004    2.86920E-004    5.22215E-004    7.16558E-004    1.72769E-003    2.73832E-004
2.26387E+003    2.67258E-004    2.61620E-004    2.76140E-004    4.87027E-004    6.64748E-004    1.83599E-003    2.67258E-004
2.28651E+003    2.61413E-004    2.51635E-004    2.66004E-004    4.56304E-004    6.15987E-004    1.94979E-003    2.61413E-004
2.30938E+003    2.56149E-004    2.42385E-004    2.56526E-004    4.28952E-004    5.70113E-004    2.06930E-003    2.56149E-004
2.33247E+003    2.51491E-004    2.33640E-004    2.47881E-004    4.03439E-004    5.27113E-004    2.19456E-003    2.51491E-004
2.35580E+003    2.47480E-004    2.25324E-004    2.40052E-004    3.79566E-004    4.86762E-004    2.32573E-003    2.47480E-004
2.37935E+003    2.44148E-004    2.17419E-004    2.32842E-004    3.57362E-004    4.48863E-004    2.46296E-003    2.44148E-004
2.40315E+003    2.41557E-004    2.09934E-004    2.26160E-004    3.36693E-004    4.13371E-004    2.60652E-003    2.41557E-004
2.42718E+003    2.39777E-004    2.02795E-004    2.19965E-004    3.17284E-004    3.80061E-004    2.75652E-003    2.39777E-004
2.45145E+003    2.38869E-004    1.96009E-004    2.14231E-004    2.99139E-004    3.50171E-004    2.91310E-003    2.38869E-004
2.47597E+003    2.39194E-004    1.89609E-004    2.08941E-004    2.82132E-004    3.24854E-004    3.07649E-003    2.39194E-004
2.50073E+003    2.40450E-004    1.83551E-004    2.04078E-004    2.66380E-004    3.01306E-004    3.24685E-003    2.40450E-004
2.52573E+003    2.42683E-004    1.77948E-004    1.99628E-004    2.52162E-004    2.79419E-004    3.42429E-003    2.42683E-004
2.55099E+003    2.45882E-004    1.72736E-004    1.95603E-004    2.39124E-004    2.59085E-004    3.60905E-003    2.45882E-004
2.57650E+003    2.50018E-004    1.67785E-004    1.91997E-004    2.27089E-004    2.40048E-004    7.24710E-004    2.50018E-004
2.60226E+003    2.55338E-004    1.63106E-004    1.88799E-004    2.15867E-004    2.22200E-004    6.70550E-004    2.55338E-004
2.62829E+003    2.61787E-004    1.58800E-004    1.86016E-004    2.05437E-004    2.05511E-004    6.19797E-004    2.61787E-004
2.65457E+003    2.69585E-004    1.54733E-004    1.83633E-004    1.95679E-004    1.89863E-004    5.72271E-004    2.69585E-004
2.68112E+003    2.78873E-004    1.50925E-004    1.81656E-004    1.86541E-004    1.75297E-004    5.27765E-004    2.78873E-004
2.70793E+003    2.89739E-004    1.47373E-004    1.80080E-004    1.78003E-004    1.61803E-004    4.86287E-004    2.89739E-004
2.73501E+003    3.02649E-004    1.44088E-004    1.78913E-004    1.70048E-004    1.51512E-004    4.47638E-004    3.02649E-004
2.76236E+003    3.17715E-004    1.41081E-004    1.78220E-004    1.62612E-004    1.44645E-004    4.11743E-004    3.17715E-004
2.78998E+003    3.35615E-004    1.38407E-004    1.77990E-004    1.55647E-004    1.41074E-004    3.78287E-004    3.35615E-004
2.81788E+003    3.60802E-004    1.36059E-004    1.78213E-004    1.49152E-004    1.39454E-004    3.47243E-004    3.60802E-004
2.84606E+003    3.90300E-004    1.34050E-004    1.78860E-004    1.43123E-004    1.39241E-004    3.19406E-004    3.90300E-004
